;turma;idSection;idStudent;idProblem;idAttempt;timeAttempt;isCorrectAnswer;answerCode;hasSkipped;idEvent;number;timeEvent;typeEvent;answerProblemLevelStudent;answerProblemLevelSystem;abuso;p1;p2;p3;p4
159;1;6;2;6;3511;0;1;1;1;24;4;9;2;3;3;0;0;1;1;0
160;1;6;2;6;3511;0;1;1;1;25;1;16;2;3;3;0;1;1;1;1
161;1;6;2;6;3525;0;1;1;1;25;1;2;2;3;1;0;0;0;0;0
162;1;6;2;6;3539;0;1;1;1;13;1;3;2;3;1;0;1;0;1;0
163;1;6;2;6;3539;0;1;1;1;24;4;2;2;3;3;0;1;1;0;0
164;1;6;2;6;3546;0;1;1;1;13;1;2;2;3;4;0;0;1;0;1
165;1;6;2;6;3548;0;1;1;1;13;1;7;2;3;5;0;1;0;1;1
166;1;6;2;6;3548;0;1;1;1;24;4;4;2;3;4;0;1;0;0;1
167;1;6;2;6;3562;0;1;1;1;13;1;4;2;3;1;0;0;0;0;0
168;1;6;2;6;3569;0;1;1;1;37;1;2;2;3;2;0;0;0;0;0
169;1;6;2;6;3576;0;1;1;1;17;1;54;2;3;5;0;0;0;0;0
170;1;6;2;6;5332;10;1;1;1;21;1;43;2;2;3;0;0;0;0;0
171;1;6;2;7;3335;2;0;1;1;25;1;53;2;4;2;0;0;0;0;0
172;1;6;2;7;3360;0;0;1;1;21;1;38;2;4;2;0;0;0;0;0
173;1;6;2;7;3401;0;1;1;1;21;1;27;2;4;2;0;0;0;0;0
174;1;6;2;7;3401;0;1;1;1;25;1;4;2;4;3;0;0;1;1;0
175;1;6;2;7;3401;0;1;1;1;28;4;2;2;4;2;0;0;1;0;1
176;1;6;2;7;3419;0;1;1;1;26;2;25;1;3;1;0;1;1;1;1
177;1;6;2;7;3419;0;1;1;1;25;1;34;2;3;3;0;1;0;0;1
178;1;6;2;7;3419;0;1;1;1;28;4;2;2;3;2;0;0;0;0;0
179;1;6;2;7;3452;0;1;1;1;29;1;6;2;4;5;0;0;0;0;0
180;1;6;2;7;3507;0;1;1;1;21;1;40;2;3;1;0;0;0;0;0
181;1;6;2;7;3524;0;1;1;1;21;1;27;2;3;2;0;0;0;0;0
182;1;6;2;7;3526;0;1;1;1;29;1;48;2;3;4;0;0;0;0;0
183;1;6;2;7;3555;0;1;1;1;21;1;8;2;3;5;0;0;0;0;0
184;1;6;2;7;3555;0;1;1;1;28;4;56;2;3;2;0;1;0;0;0
185;1;6;2;7;3579;0;1;1;1;33;1;46;2;3;5;0;0;0;0;0
186;1;6;2;7;3584;0;1;1;1;33;1;49;2;3;5;0;0;0;0;0
187;1;6;2;8;3338;1;0;1;1;29;1;15;2;4;3;0;0;0;0;0
188;1;6;2;8;3455;0;1;1;1;29;1;3;1;2;4;0;0;0;0;0
189;1;6;2;8;3455;0;1;1;1;29;1;17;2;2;4;0;0;0;1;0
190;1;6;2;8;3455;0;1;1;1;32;4;40;2;2;3;0;1;0;1;1
191;1;6;2;8;3469;0;1;1;1;33;1;5;2;2;4;0;0;0;0;0
192;1;6;2;8;3509;0;1;1;1;33;1;23;2;3;1;0;0;0;0;0
193;1;6;2;8;3527;0;1;1;1;33;1;31;2;3;3;0;0;0;0;0
194;1;6;2;8;3532;0;1;1;1;33;1;51;2;3;4;0;0;0;0;0
195;1;6;2;8;3544;0;1;1;1;21;1;35;2;3;5;0;0;0;0;0
196;1;6;2;8;3574;0;1;1;1;21;1;39;2;3;1;0;0;0;0;0
197;1;6;2;8;3581;0;1;1;1;33;1;59;2;3;1;0;0;0;0;0
198;1;6;2;9;3340;2;0;1;1;33;1;22;2;4;2;0;1;0;1;1
199;1;6;2;9;3474;0;1;1;1;36;4;4;1;4;5;0;0;1;0;1
200;1;6;2;9;3474;0;1;1;1;33;1;8;2;4;3;0;0;0;1;1
201;1;6;2;9;3474;0;1;1;1;36;4;3;2;4;4;0;1;0;1;0
202;1;6;2;9;3510;0;1;1;1;21;1;15;2;3;3;0;1;1;1;0
203;1;6;2;9;3528;0;1;1;1;37;1;22;2;3;4;0;0;0;0;0
204;1;6;2;9;3533;0;1;1;1;25;1;46;2;3;1;0;0;0;0;0
205;1;6;2;9;3573;0;1;1;1;29;1;36;2;3;3;0;0;0;0;0
206;1;6;2;9;3580;0;1;1;1;29;1;18;2;3;4;0;0;0;0;0
207;1;6;2;9;3582;0;1;1;1;25;1;2;2;3;1;0;0;0;0;0
208;1;6;2;9;3585;22;1;1;1;13;1;22;2;3;4;0;0;0;0;0
209;1;6;2;9;3585;22;1;1;1;17;1;23;2;3;3;0;0;0;0;0
210;1;6;2;9;3585;22;1;1;1;21;1;23;2;3;5;0;0;0;0;0
211;1;6;2;10;3278;15;1;1;1;37;1;37;2;3;2;0;0;0;0;0
212;1;6;2;10;3483;0;1;1;1;37;1;4;1;4;1;0;0;0;0;0
213;1;6;2;10;3483;0;1;1;1;37;1;16;2;4;5;0;0;0;0;0
214;1;6;2;10;3483;0;1;1;1;37;1;7;2;4;1;0;0;0;0;0
215;1;6;2;10;3483;0;1;1;1;40;4;2;2;4;3;0;1;0;1;1
216;1;6;2;10;3486;0;1;1;1;41;1;52;2;4;5;0;0;0;0;1
217;1;6;2;10;3529;0;1;1;1;41;1;30;2;3;2;0;0;0;1;1
218;1;6;2;10;3531;0;1;1;1;29;1;30;2;3;1;0;0;0;0;0
219;1;6;2;10;3570;0;1;1;1;41;1;32;2;3;1;0;0;0;0;0
220;1;6;2;11;3344;0;0;1;1;17;1;31;2;4;3;0;0;0;0;0
221;1;6;2;11;3344;0;0;1;1;41;1;17;2;4;4;0;0;0;0;0
222;1;6;2;11;3344;0;0;1;1;44;4;16;2;4;3;0;0;0;1;0
223;1;6;2;11;3489;0;1;1;1;43;3;8;1;4;4;0;0;0;1;0
224;1;6;2;11;3489;0;1;1;1;41;1;16;2;4;4;0;1;1;1;1
225;1;6;2;11;3489;0;1;1;1;44;4;3;2;4;5;0;1;0;0;1
226;1;6;2;11;3499;0;1;1;1;21;1;13;2;3;5;0;1;1;0;0
227;1;6;2;11;3530;0;1;1;1;37;1;37;2;3;4;0;0;0;0;0
228;1;6;2;11;3572;0;1;1;1;33;1;36;2;3;3;0;0;0;0;0
229;1;9;2;10;5417;0;1;1;1;37;1;33;2;2;3;0;0;0;0;0
230;1;9;2;10;5417;0;1;1;1;41;1;2;2;2;2;0;0;0;0;0
231;1;9;2;10;5494;0;1;1;1;41;1;596;2;3;4;0;0;0;0;0
232;1;9;2;11;5367;0;1;1;1;37;1;264;2;2;5;0;1;1;0;0
233;1;9;2;11;5367;0;1;1;1;41;1;33;2;2;3;0;1;1;1;0
234;1;9;2;11;5367;0;1;1;1;41;1;125;2;2;3;0;1;0;1;0
235;1;9;2;11;5367;0;1;1;1;44;4;123;2;2;4;0;1;0;1;1
236;1;9;2;11;5413;0;1;1;1;43;3;26;1;2;1;0;0;0;1;0
237;1;9;2;11;5418;0;1;1;1;37;1;551;2;2;2;0;0;0;0;0
238;1;9;2;11;5418;0;1;1;1;45;1;551;2;2;3;0;0;0;0;0
239;1;9;2;11;5534;0;1;1;1;41;1;1805;2;4;4;0;0;0;0;0
240;1;9;2;12;5412;0;1;1;1;41;1;2;2;2;3;0;0;0;0;0
241;1;9;2;12;5412;0;1;1;1;45;1;43;2;2;1;0;0;0;0;0
242;1;9;2;13;5492;0;1;1;1;49;1;38;2;3;2;0;0;0;0;0
243;1;9;2;14;5493;0;1;1;1;37;1;3;2;3;2;0;0;0;0;0
244;1;9;2;14;5493;0;1;1;1;53;1;17;2;3;4;0;0;0;0;0
245;1;1;3;1;86;688;1;1;1;2;2;2221;1;2;1;1;0;1;0;0
246;1;1;3;1;86;688;1;1;1;1;1;1432;2;2;4;1;0;0;1;0
247;1;1;3;1;86;688;1;1;1;1;1;1432;2;2;1;1;0;0;0;1
248;1;1;3;1;86;688;1;1;1;1;1;1432;2;2;3;1;1;0;0;0
249;1;1;3;1;86;688;1;1;1;1;1;1432;2;2;4;1;1;0;0;0
250;1;1;3;1;86;688;1;1;1;2;2;1873;2;2;3;1;0;1;1;0
251;1;1;3;1;86;688;1;1;1;2;2;1873;2;2;3;1;0;0;0;0
252;1;1;3;1;86;688;1;1;1;3;3;2618;2;2;3;1;0;0;1;1
253;1;1;3;1;86;688;1;1;1;3;3;2618;2;2;1;1;1;1;0;0
254;1;1;3;1;86;688;1;1;1;4;4;2219;2;2;3;1;1;1;1;0
255;1;1;3;1;86;688;1;1;1;4;4;2219;2;2;2;1;1;1;0;1
256;1;1;3;1;126;496;1;1;1;1;1;719;2;1;1;1;1;0;0;0
257;1;1;3;1;166;2;0;1;1;5;1;50;2;3;4;1;1;0;0;0
258;1;1;3;1;392;336;1;1;1;5;1;52;2;1;4;1;1;0;0;0
259;1;1;3;1;439;159;1;1;1;9;1;22;2;3;4;1;1;0;0;1
260;1;1;3;1;681;9;1;1;1;1;1;43;2;4;4;1;1;1;0;0
261;1;1;3;1;3364;0;1;1;1;2;2;4;1;4;2;0;0;0;0;0
262;1;1;3;1;3364;0;1;1;1;1;1;2;2;4;3;0;0;0;0;0
263;1;1;3;1;3364;0;1;1;1;1;1;8;2;4;1;0;0;0;0;0
264;1;1;3;1;3364;0;1;1;1;4;4;2;2;4;1;0;0;0;0;0
265;1;1;3;1;3402;2;1;1;1;1;1;51;2;4;2;0;0;0;0;0
266;1;1;3;1;3467;3;1;1;1;21;1;4;2;4;4;0;0;0;0;0
267;1;1;3;2;119;11;1;1;1;5;1;24;1;4;3;1;0;1;1;0
268;1;1;3;2;119;11;1;1;1;5;1;22;2;4;5;1;0;1;0;1
269;1;1;3;2;119;11;1;1;1;5;1;29;2;4;4;1;1;0;0;0
270;1;1;3;2;119;11;1;1;1;8;4;58;2;4;2;1;0;1;0;0
271;1;1;3;2;167;1365;0;1;1;5;1;25;1;3;4;1;0;1;1;0
272;1;1;3;2;167;1365;0;1;1;5;1;40;2;3;1;1;1;0;0;1
273;1;1;3;2;167;1365;0;1;1;5;1;15;2;3;1;1;0;0;1;1
274;1;1;3;2;167;1365;0;1;1;5;1;57;2;3;5;1;0;0;1;1
275;1;1;3;2;167;1365;0;1;1;5;1;47;2;3;1;1;1;0;1;1
276;1;1;3;2;167;1365;0;1;1;5;1;52;2;3;3;1;1;0;1;0
277;1;1;3;2;167;1365;0;1;1;6;2;37;2;3;2;1;0;0;1;0
278;1;1;3;2;167;1365;0;1;1;6;2;51;2;3;3;1;1;1;1;1
279;1;1;3;2;167;1365;0;1;1;7;3;56;2;3;3;1;0;1;0;1
280;1;1;3;2;167;1365;0;1;1;8;4;39;2;3;5;1;1;0;0;0
281;1;1;3;2;167;1365;0;1;1;8;4;22;2;3;4;1;0;1;1;0
282;1;1;3;2;329;14;1;1;1;6;2;57;1;3;4;1;1;0;0;1
283;1;1;3;2;329;14;1;1;1;5;1;20;2;3;3;1;1;1;0;1
284;1;1;3;2;331;4;1;1;1;9;1;53;2;3;4;1;0;1;1;0
285;1;1;3;2;334;16;1;1;1;9;1;20;2;3;5;1;1;0;0;1
286;1;1;3;2;349;365;1;1;1;1;1;41;2;3;1;1;0;1;0;1
287;1;1;3;2;371;1085;1;1;1;5;1;36;2;3;2;1;0;1;1;1
288;1;1;3;2;438;2;1;1;1;1;1;51;2;3;5;1;1;0;0;0
289;1;1;3;2;3367;0;1;1;1;5;1;5;1;3;3;0;0;0;0;0
290;1;1;3;2;3367;0;1;1;1;5;1;17;2;3;4;0;0;0;0;0
291;1;1;3;2;3367;0;1;1;1;5;1;4;2;3;2;0;0;0;0;0
292;1;1;3;2;3367;0;1;1;1;5;1;10;2;3;1;0;0;0;0;0
293;1;1;3;2;3367;0;1;1;1;8;4;3;2;3;5;0;0;0;0;0
294;1;1;3;3;121;6;1;1;1;9;1;48;2;4;2;1;0;0;1;0
295;1;1;3;3;121;6;1;1;1;9;1;46;2;4;4;1;0;0;0;1
296;1;1;3;3;121;6;1;1;1;12;4;34;2;4;1;1;1;0;0;0
297;1;1;3;3;333;5;1;1;1;5;1;49;2;3;4;1;1;0;1;1
298;1;1;3;3;342;30;1;1;1;5;1;21;2;4;3;1;1;0;1;0
299;1;1;3;3;342;30;1;1;1;9;1;18;2;4;2;1;0;1;0;0
300;1;1;3;3;342;30;1;1;1;10;2;39;2;4;3;1;1;1;1;1
301;1;1;3;3;342;30;1;1;1;10;2;52;2;4;1;1;1;0;0;0
302;1;1;3;3;342;30;1;1;1;11;3;25;2;4;2;1;1;0;0;0
303;1;1;3;3;449;66;1;1;1;9;1;53;1;4;2;1;1;0;0;1
304;1;1;3;3;449;66;1;1;1;9;1;29;2;4;2;1;1;0;0;0
305;1;1;3;3;449;66;1;1;1;12;4;60;2;4;2;1;0;1;0;1
306;1;1;3;3;449;66;1;1;1;13;1;34;2;4;5;1;0;0;1;0
307;1;1;3;3;458;29;1;1;1;9;1;58;2;4;5;1;0;0;0;1
308;1;1;3;3;458;29;1;1;1;10;2;26;2;4;4;1;0;1;0;1
309;1;1;3;3;458;29;1;1;1;11;3;22;2;4;4;1;0;1;1;1
310;1;1;3;3;458;29;1;1;1;12;4;34;2;4;2;1;1;0;0;0
311;1;1;3;3;682;13;1;1;1;9;1;59;1;4;1;1;1;0;0;0
312;1;1;3;3;682;13;1;1;1;9;1;17;2;4;2;1;1;1;0;1
313;1;1;3;3;682;13;1;1;1;9;1;40;2;4;2;1;1;0;1;0
314;1;1;3;3;682;13;1;1;1;12;4;18;2;4;5;1;1;0;0;1
315;1;1;3;3;3372;0;1;1;1;9;1;55;2;4;2;0;0;0;0;0
