;turma;idSection;idStudent;idProblem;idAttempt;timeAttempt;isCorrectAnswer;answerCode;hasSkipped;idEvent;number;timeEvent;typeEvent;answerProblemLevelStudent;answerProblemLevelSystem;abuso;p1;p2;p3;p4
1475;1;1;13;2;3354;0;1;1;1;8;4;75;2;2;3;1;0;1;1;0
1476;1;1;13;2;3417;0;1;1;1;9;1;51;2;3;3;1;1;1;0;0
1477;1;1;13;3;3331;0;0;1;1;9;1;26;2;4;5;1;1;0;0;1
1478;1;1;13;3;3349;0;1;1;1;13;1;46;2;2;2;1;0;1;0;0
1479;1;1;13;3;3418;0;1;1;1;9;1;12;2;3;3;1;0;1;1;1
1480;1;1;13;3;3418;0;1;1;1;12;4;7;2;3;3;1;1;0;1;0
1481;1;1;13;3;3431;0;1;1;1;13;1;4;2;2;4;1;1;0;1;1
1482;1;1;13;4;3281;0;1;1;1;1;1;34;2;3;2;1;1;0;0;0
1483;1;1;13;4;3334;0;0;1;1;13;1;41;2;4;5;1;0;1;0;0
1484;1;1;13;4;3350;0;1;1;1;21;1;50;2;2;1;1;1;1;0;1
1485;1;1;13;4;3435;0;1;1;1;14;2;100;1;3;1;1;0;0;1;0
1486;1;1;13;4;3435;0;1;1;1;16;4;108;1;3;5;1;1;1;0;0
1487;1;1;13;4;3435;0;1;1;1;13;1;116;2;3;2;1;0;1;0;1
1488;1;1;13;4;3435;0;1;1;1;13;1;879;2;3;5;1;1;0;1;1
1489;1;1;13;4;3435;0;1;1;1;16;4;102;2;3;3;1;0;1;0;0
1490;1;1;13;4;3435;0;1;1;1;16;4;873;2;3;1;1;1;0;1;1
1491;1;1;13;4;3778;0;0;1;1;17;1;27;2;1;5;1;0;0;0;1
1492;1;1;13;4;3783;0;1;1;1;16;4;33;2;3;3;1;1;0;0;0
1493;1;1;13;4;3783;0;1;1;1;17;1;3;2;3;3;1;1;0;0;1
1494;1;1;13;5;3336;0;0;1;1;17;1;58;2;4;4;1;1;0;0;0
1495;1;1;13;5;3779;0;0;1;1;18;2;4;1;1;5;1;0;1;0;0
1496;1;1;13;5;3779;0;0;1;1;13;1;13;2;1;2;1;1;0;1;0
1497;1;1;13;5;3779;0;0;1;1;20;4;53;2;1;1;1;1;0;0;0
1498;1;1;13;5;3784;0;1;1;1;17;1;81;2;3;1;1;1;1;0;1
1499;1;1;13;5;3802;0;1;1;1;21;1;58;2;2;2;1;0;1;0;0
1500;1;6;13;6;3351;0;1;1;1;1;1;2;2;2;5;0;0;0;0;0
1501;1;6;13;6;3803;150;1;1;1;21;1;13;2;2;5;0;0;0;0;0
1502;1;6;13;6;3803;150;1;1;1;21;1;258;2;2;3;0;0;0;0;0
1503;1;6;13;6;3803;150;1;1;1;24;4;9;2;2;3;1;0;0;1;0
1504;1;6;13;6;3803;150;1;1;1;25;1;247;2;2;4;1;1;1;0;1
1505;1;6;13;6;3803;150;1;1;1;28;4;245;2;2;2;1;1;1;1;1
1506;1;6;13;6;3818;7;1;1;1;29;1;8;2;1;5;0;0;0;0;0
1507;1;6;13;6;3834;0;0;1;1;21;1;78;1;3;5;0;0;0;0;0
1508;1;6;13;6;3834;0;0;1;1;21;1;79;1;3;1;0;0;0;0;0
1509;1;6;13;6;3834;0;0;1;1;21;1;96;1;3;3;0;0;0;0;0
1510;1;6;13;6;3834;0;0;1;1;21;1;99;1;3;3;0;0;0;0;0
1511;1;6;13;6;3834;0;0;1;1;23;3;72;1;3;5;0;0;0;0;0
1512;1;6;13;6;3834;0;0;1;1;23;3;79;1;3;1;0;0;0;0;0
1513;1;6;13;6;3834;0;0;1;1;23;3;79;1;3;4;0;0;0;0;0
1514;1;6;13;6;3834;0;0;1;1;23;3;96;1;3;4;0;0;0;0;0
1515;1;6;13;6;3834;0;0;1;1;23;3;102;1;3;5;0;0;0;0;0
1516;1;6;13;6;3834;0;0;1;1;21;1;107;2;3;3;1;0;0;1;0
1517;1;6;13;6;3834;0;0;1;1;21;1;141;2;3;5;1;1;0;1;0
1518;1;6;13;6;3871;0;1;1;1;24;4;5;2;3;1;1;1;0;0;0
1519;1;6;13;6;3871;0;1;1;1;25;1;11;2;3;3;0;0;0;0;0
1520;1;6;13;6;3873;0;1;1;1;21;1;11;1;3;4;0;0;0;0;0
1521;1;6;13;6;3873;0;1;1;1;21;1;15;2;3;1;0;0;0;0;0
1522;1;6;13;6;3874;0;1;1;1;25;1;7;2;4;2;0;0;0;0;0
1523;1;6;13;7;3339;3;0;1;1;25;1;45;2;4;3;0;0;0;0;0
1524;1;6;13;7;3872;0;1;1;1;21;1;3;2;3;2;0;0;0;0;0
1525;1;6;13;7;3876;0;1;1;1;26;2;139;1;3;3;0;0;0;0;0
1526;1;6;13;7;3876;0;1;1;1;25;1;55;2;3;1;1;1;0;0;1
1527;1;6;13;7;3876;0;1;1;1;25;1;144;2;3;2;1;1;1;1;0
1528;1;6;13;7;3876;0;1;1;1;28;4;53;2;3;2;1;1;1;1;1
1529;1;6;13;7;3893;0;1;1;1;29;1;16;2;4;5;1;0;0;1;0
1530;1;6;13;8;3820;0;1;1;1;21;1;47;2;1;3;1;0;1;0;1
1531;1;6;13;8;3820;0;1;1;1;21;1;42;2;1;5;1;0;1;1;0
1532;1;6;13;8;3820;0;1;1;1;24;4;46;2;1;2;1;1;1;0;1
1533;1;6;13;8;3895;0;1;1;1;29;1;80;1;2;3;1;1;0;1;0
1534;1;6;13;8;3895;0;1;1;1;29;1;6;2;2;1;1;1;1;0;0
1535;1;6;13;8;3895;0;1;1;1;29;1;92;2;2;2;1;0;1;1;0
1536;1;6;13;8;3895;0;1;1;1;32;4;4;2;2;1;1;1;1;1;0
1537;1;6;13;9;3899;0;1;1;1;36;4;68;1;3;3;1;1;0;0;0
1538;1;6;13;9;3899;0;1;1;1;33;1;54;2;3;3;1;1;0;0;1
1539;1;6;13;9;3899;0;1;1;1;33;1;72;2;3;4;1;1;0;0;0
1540;1;6;13;9;3899;0;1;1;1;33;1;79;2;3;3;1;1;1;0;0
1541;1;6;13;9;3899;0;1;1;1;36;4;71;2;3;1;1;1;0;0;0
1542;1;6;13;9;3910;0;0;1;1;41;1;2;2;2;5;0;0;0;0;0
1543;1;6;13;9;3920;0;1;1;1;41;1;50;2;2;2;0;0;0;0;0
1544;1;6;13;10;3919;0;1;1;1;33;1;25;2;2;3;0;0;0;0;0
1545;1;6;13;10;3919;0;1;1;1;37;1;18;2;2;4;0;0;0;0;0
1546;1;6;13;10;3923;0;1;1;1;37;1;87;1;2;2;0;0;0;0;0
1547;1;6;13;10;3923;0;1;1;1;37;1;84;2;2;3;0;0;0;0;0
1548;1;6;13;10;3923;0;1;1;1;37;1;92;2;2;2;0;0;0;0;0
1549;1;6;13;10;3923;0;1;1;1;40;4;83;2;2;5;1;1;0;1;0
1550;1;6;13;10;3925;0;0;1;1;1;1;13;2;4;1;0;0;0;0;0
1551;1;6;13;11;3342;0;0;1;1;1;1;46;2;4;4;0;0;0;0;0
1552;1;6;13;11;3342;0;0;1;1;41;1;58;2;4;3;0;0;0;0;0
1553;1;6;13;11;3911;100;0;1;1;41;1;100;2;2;4;0;0;0;0;0
1554;1;6;13;11;3921;0;1;1;1;43;3;4;1;2;5;1;0;0;1;1
1555;1;6;13;11;3921;0;1;1;1;41;1;13;2;2;2;1;0;0;1;1
1556;1;6;13;11;3921;0;1;1;1;44;4;2;2;2;1;1;1;1;0;1
1557;1;6;13;11;3922;0;1;1;1;37;1;53;2;2;2;0;0;0;0;0
1558;1;9;13;10;5430;0;1;1;1;37;1;902;1;3;1;1;0;1;1;0
1559;1;9;13;10;5430;0;1;1;1;37;1;923;2;3;2;1;0;0;1;1
1560;1;9;13;10;5516;0;1;1;1;41;1;433;2;2;4;1;1;1;1;0
1561;1;9;13;10;5526;0;1;1;1;41;1;17;2;2;4;1;1;0;0;1
1562;1;9;13;11;5429;0;1;1;1;37;1;2;2;3;1;1;0;1;0;1
1563;1;9;13;11;5429;0;1;1;1;41;1;46;2;3;3;1;1;0;1;0
1564;1;9;13;11;5515;99;1;1;1;37;1;100;2;2;1;1;1;1;1;1
1565;1;9;13;11;5527;0;1;1;1;43;3;30;1;2;5;1;1;0;0;0
1566;1;9;13;11;5527;0;1;1;1;41;1;1102;2;2;2;1;0;0;0;1
1567;1;9;13;11;5549;0;1;1;1;43;3;762;1;2;3;1;0;0;1;0
1568;1;9;13;11;5549;0;1;1;1;41;1;786;2;2;3;1;0;1;1;0
1569;1;9;13;11;5581;0;1;1;1;45;1;37;2;4;1;1;0;1;0;0
1570;1;9;13;12;5590;2814;1;1;1;45;1;19;2;3;1;1;1;1;1;1
1571;1;9;13;12;5590;2814;1;1;1;45;1;1123;2;3;1;1;1;1;1;0
1572;1;9;13;12;5590;2814;1;1;1;46;2;1098;2;3;3;1;1;1;1;0
1573;1;9;13;12;5590;2814;1;1;1;46;2;2365;2;3;1;1;1;1;1;1
1574;1;9;13;12;5590;2814;1;1;1;47;3;1103;2;3;4;1;0;0;0;1
1575;1;9;13;12;5590;2814;1;1;1;47;3;2800;2;3;2;1;1;1;0;0
1576;1;9;13;12;5590;2814;1;1;1;48;4;1121;2;3;5;1;1;0;0;0
1577;1;9;13;12;5590;2814;1;1;1;48;4;2800;2;3;3;1;0;1;0;0
1578;1;9;13;12;5592;2669;1;1;1;45;1;489;2;3;4;1;1;1;1;0
1579;1;9;13;12;5592;2669;1;1;1;45;1;729;2;3;2;1;1;0;1;1
1580;1;9;13;12;5592;2669;1;1;1;46;2;474;2;3;2;1;0;1;0;0
1581;1;9;13;12;5592;2669;1;1;1;46;2;720;2;3;3;1;1;0;0;0
1582;1;9;13;12;5592;2669;1;1;1;47;3;484;2;3;2;1;1;0;1;1
1583;1;9;13;12;5592;2669;1;1;1;47;3;727;2;3;2;1;1;0;0;0
1584;1;9;13;12;5592;2669;1;1;1;49;1;2670;2;3;3;1;0;0;0;1
1585;1;9;13;13;5647;0;1;1;1;41;1;106;2;4;5;1;1;0;1;0
1586;1;9;13;14;5654;109;1;1;1;53;1;37;2;4;3;1;1;0;0;1
1587;1;1;14;1;99;5;1;1;1;1;1;1187;2;3;5;1;0;1;0;0
1588;1;1;14;1;101;11;1;1;1;5;1;145;2;3;1;1;1;1;0;0
1589;1;1;14;1;103;1713;1;1;1;2;2;1952;1;3;3;1;1;0;0;0
1590;1;1;14;1;103;1713;1;1;1;1;1;1163;2;3;1;1;1;0;1;0
1591;1;1;14;1;103;1713;1;1;1;1;1;1163;2;3;3;1;1;1;1;0
1592;1;1;14;1;103;1713;1;1;1;1;1;1163;2;3;4;1;1;1;0;0
1593;1;1;14;1;103;1713;1;1;1;1;1;1163;2;3;2;1;1;0;0;0
1594;1;1;14;1;103;1713;1;1;1;2;2;1604;2;3;1;1;1;0;1;0
1595;1;1;14;1;103;1713;1;1;1;2;2;1604;2;3;2;1;1;0;0;1
1596;1;1;14;1;103;1713;1;1;1;3;3;2349;2;3;4;1;1;0;0;1
1597;1;1;14;1;103;1713;1;1;1;3;3;2349;2;3;5;1;1;1;1;0
1598;1;1;14;1;103;1713;1;1;1;3;3;2349;2;3;3;1;1;0;0;0
1599;1;1;14;1;103;1713;1;1;1;4;4;1950;2;3;2;1;1;0;1;0
1600;1;1;14;1;103;1713;1;1;1;4;4;1950;2;3;3;1;0;1;1;1
1601;1;1;14;1;256;5;1;1;1;5;1;53;2;3;5;1;1;1;0;1
1602;1;1;14;1;3247;3;1;1;1;1;1;42;2;4;4;1;1;0;1;1
1603;1;1;14;1;5400;661;1;1;1;1;1;23;2;3;5;1;0;0;1;0
1604;1;1;14;1;5400;661;1;1;1;13;1;662;2;3;3;1;0;1;1;0
1605;1;1;14;1;5594;0;1;1;1;13;1;5;2;3;4;1;1;0;0;0
1606;1;1;14;2;100;1;1;1;1;1;1;1182;2;3;1;0;0;0;0;0
1607;1;1;14;2;100;1;1;1;1;5;1;146;2;3;5;0;0;0;0;0
1608;1;1;14;2;102;7;1;1;1;1;1;1170;2;3;3;0;0;0;0;0
1609;1;1;14;2;257;821;1;1;1;5;1;38;2;3;4;0;0;0;0;0
1610;1;1;14;2;379;41;1;1;1;9;1;25;2;3;2;0;0;0;0;0
1611;1;1;14;2;420;1;1;1;1;9;1;40;2;4;2;0;0;0;0;0
1612;1;1;14;2;3255;1;1;1;1;5;1;26;2;4;1;0;0;0;0;0
1613;1;1;14;2;3255;1;1;1;1;9;1;2;2;4;1;0;0;0;0;0
1614;1;1;14;3;382;361;1;1;1;5;1;50;2;3;4;1;0;1;0;1
1615;1;1;14;3;421;748;1;1;1;13;1;49;2;4;2;1;1;0;1;0
1616;1;1;14;3;503;5;1;1;1;9;1;47;1;2;3;1;1;1;0;0
1617;1;1;14;3;503;5;1;1;1;12;4;37;2;2;5;1;1;0;1;0
1618;1;1;14;3;503;5;1;1;1;13;1;45;2;2;5;1;1;0;0;0
1619;1;1;14;3;3257;0;1;1;1;9;1;852;1;4;5;1;0;1;1;1
1620;1;1;14;3;3257;0;1;1;1;10;2;838;1;4;3;1;1;1;1;0
1621;1;1;14;3;3257;0;1;1;1;9;1;845;2;4;5;1;1;1;0;0
1622;1;1;14;3;3257;0;1;1;1;9;1;864;2;4;3;1;1;0;0;0
1623;1;1;14;3;3696;10;1;1;1;13;1;10;2;4;5;1;0;1;1;0
1624;1;1;14;3;4016;0;1;1;1;17;1;2;2;3;3;1;1;1;1;0
1625;1;1;14;4;500;11;0;1;1;16;4;22;1;2;3;1;1;0;1;1
1626;1;1;14;4;500;11;0;1;1;9;1;59;2;2;5;1;1;0;0;0
1627;1;1;14;4;500;11;0;1;1;14;2;42;2;2;1;1;1;0;1;1
1628;1;1;14;4;500;11;0;1;1;16;4;51;2;2;3;1;1;0;1;1
1629;1;1;14;4;506;3;1;1;1;9;1;48;2;2;3;1;1;1;0;1
1630;1;1;14;4;3700;0;1;1;1;16;4;2262;1;3;5;1;1;0;1;1
1631;1;1;14;4;3700;0;1;1;1;13;1;2329;2;3;5;1;1;0;0;1
1632;1;1;14;4;4011;5;1;1;1;17;1;6;2;3;1;1;0;0;0;1
1633;1;1;14;4;4013;0;1;1;1;17;1;37;2;3;4;1;0;0;0;1
1634;1;1;14;4;4015;0;1;1;1;9;1;4;2;3;5;1;0;1;1;1
1635;1;1;14;4;5505;0;1;1;1;17;1;3;2;4;3;1;1;0;1;0
1636;1;1;14;4;5595;0;1;1;1;17;1;22;2;3;3;1;1;0;1;0
1637;1;1;14;5;4012;0;1;1;1;13;1;7;2;3;5;0;0;0;0;0
1638;1;1;14;5;4014;0;1;1;1;13;1;17;2;3;3;0;0;0;0;0
1639;1;1;14;5;5496;179;1;1;1;13;1;180;2;3;2;0;0;0;0;0
1640;1;1;14;5;5496;179;1;1;1;17;1;28;2;3;1;0;0;0;0;0
1641;1;1;14;5;5506;0;1;1;1;1;1;1502;2;4;5;0;0;0;0;0
1642;1;1;15;1;105;1296;0;1;0;1;1;21966;1;3;2;0;0;0;0;0
1643;1;1;15;1;105;1296;0;1;0;1;1;1025;2;3;1;1;0;1;0;1
1644;1;1;15;1;284;170;0;1;1;1;1;31;2;2;2;1;1;0;0;0
1645;1;1;15;1;284;170;0;1;1;5;1;35;2;2;1;1;0;1;1;0
1646;1;1;15;1;285;246;1;1;1;4;4;49;2;2;3;1;1;1;0;1
1647;1;1;15;1;285;246;1;1;1;5;1;57;2;2;2;1;1;0;0;0
1648;1;1;15;1;322;41;0;1;1;1;1;41;2;3;4;1;0;1;0;0
1649;1;1;15;1;322;41;0;1;1;5;1;47;2;3;1;1;0;1;1;1
1650;1;1;15;1;533;47;1;1;1;1;1;46;2;3;4;1;1;0;0;0
1651;1;1;15;1;533;47;1;1;1;1;1;40;2;3;2;1;1;0;1;0
1652;1;1;15;1;533;47;1;1;1;4;4;41;2;3;4;1;0;0;0;1
1653;1;1;15;2;229;645;1;1;1;5;1;57;1;3;3;1;0;0;1;0
1654;1;1;15;2;229;645;1;1;1;6;2;34;1;3;3;1;1;0;1;0
1655;1;1;15;2;229;645;1;1;1;5;1;39;2;3;5;1;1;0;1;0
1656;1;1;15;2;229;645;1;1;1;8;4;46;2;3;4;1;1;0;0;1
1657;1;1;15;2;245;418;0;1;1;1;1;18;2;3;3;1;1;1;0;0
1658;1;1;15;2;321;4;0;1;1;1;1;45;2;3;2;1;0;0;1;0
1659;1;1;15;2;330;19;0;1;1;5;1;36;2;2;3;1;1;1;0;1
1660;1;1;15;2;335;79;1;1;1;8;4;26;2;3;5;1;0;1;1;0
1661;1;1;15;2;345;49;0;1;1;5;1;44;1;2;2;1;1;0;1;0
1662;1;1;15;2;345;49;0;1;1;5;1;52;2;2;1;1;1;0;0;0
1663;1;1;15;2;345;49;0;1;1;5;1;60;2;2;5;1;1;0;0;0
1664;1;1;15;2;345;49;0;1;1;9;1;28;2;2;3;1;1;1;1;1
1665;1;1;15;2;390;88;1;1;1;5;1;48;1;1;2;1;1;1;1;1
1666;1;1;15;2;390;88;1;1;1;6;2;34;1;1;5;1;0;1;0;1
1667;1;1;15;2;390;88;1;1;1;5;1;56;2;1;2;1;0;1;0;0
1668;1;1;15;2;390;88;1;1;1;5;1;42;2;1;4;1;1;0;0;0
1669;1;1;15;2;390;88;1;1;1;5;1;41;2;1;2;1;0;1;0;0
1670;1;1;15;2;390;88;1;1;1;6;2;59;2;1;2;1;0;0;1;1
1671;1;1;15;2;390;88;1;1;1;6;2;35;2;1;1;1;0;1;0;1
1672;1;1;15;2;390;88;1;1;1;7;3;57;2;1;1;1;1;0;0;0
1673;1;1;15;2;390;88;1;1;1;7;3;34;2;1;5;1;0;1;1;0
1674;1;1;15;2;390;88;1;1;1;8;4;56;2;1;4;1;1;0;0;1
1675;1;1;15;2;390;88;1;1;1;8;4;45;2;1;2;1;0;0;0;1
1676;1;1;15;2;390;88;1;1;1;8;4;40;2;1;3;1;0;1;0;0
1677;1;1;15;2;390;88;1;1;1;9;1;20;2;1;5;1;1;0;0;0
1678;1;1;15;2;419;9;1;1;1;9;1;37;2;4;4;1;1;1;1;0
1679;1;1;15;2;425;20;1;1;1;9;1;17;2;4;1;1;0;0;0;1
1680;1;1;15;2;469;7;1;1;1;9;1;22;2;2;5;1;0;0;1;0
1681;1;1;15;2;483;4;1;1;1;9;1;20;2;4;5;1;1;0;0;0
1682;1;1;15;2;522;73;1;1;1;6;2;16;1;2;2;1;1;0;0;0
1683;1;1;15;2;522;73;1;1;1;5;1;57;2;2;2;1;1;0;1;0
1684;1;1;15;2;522;73;1;1;1;5;1;56;2;2;1;1;0;0;1;1
1685;1;1;15;2;522;73;1;1;1;8;4;53;2;2;1;1;0;1;1;0
1686;1;1;15;2;531;3;1;1;1;1;1;15;2;3;5;1;1;1;1;1
1687;1;1;15;3;237;2;0;1;1;9;1;27;2;3;3;1;1;0;0;0
1688;1;1;15;3;243;7;0;1;1;5;1;17;2;3;5;1;1;1;1;1
1689;1;1;15;3;358;1064;1;1;1;5;1;52;2;3;1;1;1;1;1;1
1690;1;1;15;3;361;329;0;1;1;5;1;36;2;2;2;1;0;1;0;1
1691;1;1;15;3;361;329;0;1;1;9;1;37;2;2;2;1;1;1;1;1
1692;1;1;15;3;361;329;0;1;1;9;1;32;2;2;2;1;0;0;0;1
1693;1;1;15;3;361;329;0;1;1;9;1;48;2;2;2;1;1;1;1;0
1694;1;1;15;3;361;329;0;1;1;9;1;24;2;2;4;1;1;1;1;1
1695;1;1;15;3;361;329;0;1;1;10;2;52;2;2;5;1;1;1;1;0
1696;1;1;15;3;361;329;0;1;1;10;2;19;2;2;3;1;1;1;0;0
1697;1;1;15;3;361;329;0;1;1;11;3;57;2;2;1;1;1;0;0;1
1698;1;1;15;3;361;329;0;1;1;11;3;27;2;2;2;1;0;0;1;0
1699;1;1;15;3;361;329;0;1;1;12;4;32;2;2;3;1;1;1;1;1
1700;1;1;15;3;361;329;0;1;1;12;4;34;2;2;1;1;1;0;1;0
1701;1;1;15;3;361;329;0;1;1;12;4;35;2;2;5;1;1;1;1;1
1702;1;1;15;3;418;111;1;1;1;5;1;27;2;4;3;1;1;0;0;1
1703;1;1;15;3;423;7;1;1;1;5;1;15;2;4;2;1;1;1;0;1
1704;1;1;15;3;426;1507;1;1;1;9;1;56;2;4;5;1;1;1;1;0
1705;1;1;15;3;426;1507;1;1;1;10;2;54;2;4;1;1;1;0;0;0
1706;1;1;15;3;426;1507;1;1;1;11;3;33;2;4;2;1;1;1;0;1
1707;1;1;15;3;472;15;1;1;1;13;1;27;2;2;5;1;0;1;1;0
1708;1;1;15;3;484;266;1;1;1;9;1;46;1;4;4;1;1;1;0;1
1709;1;1;15;3;484;266;1;1;1;9;1;49;2;4;1;1;0;1;1;1
1710;1;1;15;3;484;266;1;1;1;12;4;32;2;4;2;1;0;1;1;1
1711;1;1;15;3;521;3;1;1;1;5;1;34;2;2;3;1;0;1;1;0
1712;1;1;15;4;242;1;0;1;1;9;1;31;2;3;5;1;0;0;1;0
1713;1;1;15;4;242;1;0;1;1;13;1;34;2;3;1;1;0;0;1;1
1714;1;1;15;4;473;11;1;1;1;16;4;38;1;2;1;1;1;0;0;0
1715;1;1;15;4;473;11;1;1;1;13;1;27;2;2;5;1;0;0;1;0
1716;1;1;15;4;473;11;1;1;1;16;4;16;2;2;5;1;1;1;0;1
1717;1;1;15;4;476;2;1;1;1;17;1;16;2;3;2;1;1;0;1;0
1718;1;1;15;5;241;1;0;1;1;17;1;33;2;3;5;1;1;0;0;1
1719;1;1;15;5;477;11;1;1;1;18;2;53;1;3;3;1;1;0;1;0
1720;1;1;15;5;477;11;1;1;1;17;1;42;2;3;3;1;0;1;0;1
1721;1;1;15;5;477;11;1;1;1;20;4;40;2;3;4;1;0;1;1;0
1722;1;1;15;5;482;1;1;1;1;5;1;57;2;4;1;1;0;1;0;0
1723;1;9;15;10;5334;425;1;1;1;41;1;426;2;2;5;1;0;1;1;1
1724;1;9;15;10;5352;-4;1;1;1;37;1;41;2;2;3;1;1;1;1;0
1725;1;9;15;10;5427;0;1;1;1;37;1;423;1;2;3;1;0;0;1;1
1726;1;9;15;10;5427;0;1;1;1;37;1;895;2;2;2;1;1;1;0;0
1727;1;9;15;10;5514;6;1;1;1;40;4;4;2;2;3;1;0;0;0;1
1728;1;9;15;10;5514;6;1;1;1;41;1;7;2;2;2;1;0;1;0;0
1729;1;9;15;12;5422;2;1;1;1;45;1;32;2;2;3;1;1;1;1;1
1730;1;9;15;13;5423;1;1;1;1;49;1;52;2;2;2;1;1;1;0;1
1731;1;9;15;13;5423;1;1;1;1;53;1;2;2;2;5;1;0;1;0;0
1732;1;9;15;14;5425;0;1;1;1;37;1;2;2;2;2;1;1;0;0;0
1733;1;1;16;1;193;8;1;1;1;2;2;735;1;4;3;1;0;1;1;1
1734;1;1;16;1;193;8;1;1;1;1;1;53;2;4;2;1;1;0;0;0
1735;1;1;16;1;193;8;1;1;1;4;4;733;2;4;5;1;0;0;1;0
1736;1;1;16;1;209;4;1;1;1;1;1;42;2;3;5;1;1;0;0;1
1737;1;1;16;1;219;3;1;1;1;9;1;17;2;3;3;1;1;0;1;0
1738;1;1;16;1;224;5;1;1;1;2;2;588;1;3;3;1;0;0;1;0
1739;1;1;16;1;224;5;1;1;1;4;4;586;2;3;3;1;1;0;0;0
1740;1;1;16;1;226;246;1;1;1;1;1;21;2;3;2;1;1;1;1;1
1741;1;1;16;1;226;246;1;1;1;5;1;39;2;3;4;1;1;0;0;0
1742;1;1;16;1;234;78;1;1;1;1;1;42;2;3;4;1;0;1;0;1
1743;1;1;16;1;249;1;0;1;1;5;1;17;2;3;4;1;0;1;0;1
1744;1;1;16;1;3643;2;1;1;1;1;1;25;2;4;1;1;1;1;1;1
1745;1;1;16;1;3647;1;1;1;1;13;1;2;2;4;4;1;1;0;0;1
1746;1;1;16;1;3657;0;1;1;1;2;2;2;1;3;4;1;0;1;1;0
1747;1;1;16;1;3657;0;1;1;1;4;4;18;2;3;2;1;0;0;1;1
1748;1;1;16;1;3671;0;1;1;1;1;1;2;2;3;2;1;0;1;0;1
1749;1;1;16;1;3673;0;1;1;1;5;1;2;2;3;4;1;1;0;0;1
1750;1;1;16;2;217;4;1;1;1;5;1;34;2;3;1;1;0;1;0;1
1751;1;1;16;2;222;0;1;1;1;9;1;38;2;3;1;1;0;1;1;1
1752;1;1;16;2;233;2;1;1;1;1;1;40;2;3;2;1;1;0;1;1
1753;1;1;16;2;251;365;0;1;1;5;1;21;1;3;1;1;0;1;0;1
1754;1;1;16;2;251;365;0;1;1;5;1;28;2;3;4;1;1;1;1;1
1755;1;1;16;2;251;365;0;1;1;5;1;35;2;3;2;1;0;1;0;0
1756;1;1;16;2;251;365;0;1;1;5;1;37;2;3;2;1;0;1;1;0
1757;1;1;16;2;251;365;0;1;1;6;2;36;2;3;4;1;1;0;0;1
1758;1;1;16;2;251;365;0;1;1;7;3;22;2;3;2;1;0;1;1;1
1759;1;1;16;2;251;365;0;1;1;8;4;49;2;3;1;1;1;0;0;1
1760;1;1;16;2;280;426;0;1;1;5;1;28;1;3;3;1;0;0;0;1
1761;1;1;16;2;280;426;0;1;1;5;1;59;1;3;4;1;1;0;0;0
1762;1;1;16;2;280;426;0;1;1;5;1;34;1;3;1;1;0;1;1;1
1763;1;1;16;2;280;426;0;1;1;6;2;51;1;3;4;1;1;0;1;1
1764;1;1;16;2;280;426;0;1;1;6;2;36;1;3;1;1;1;1;0;0
1765;1;1;16;2;280;426;0;1;1;6;2;60;1;3;3;1;1;1;1;0
1766;1;1;16;2;280;426;0;1;1;5;1;58;2;3;3;1;1;1;0;1
1767;1;1;16;2;280;426;0;1;1;5;1;16;2;3;2;1;0;0;1;0
1768;1;1;16;2;280;426;0;1;1;5;1;37;2;3;2;1;1;1;1;1
1769;1;1;16;2;280;426;0;1;1;5;1;27;2;3;1;1;1;1;0;0
1770;1;1;16;2;280;426;0;1;1;5;1;44;2;3;4;1;1;0;0;1
1771;1;1;16;2;280;426;0;1;1;5;1;15;2;3;5;1;1;0;1;0
1772;1;1;16;2;280;426;0;1;1;5;1;43;2;3;4;1;0;0;1;1
1773;1;1;16;2;280;426;0;1;1;8;4;60;2;3;3;1;0;0;1;1
1774;1;1;16;2;280;426;0;1;1;8;4;17;2;3;1;1;1;0;0;0
1775;1;1;16;2;280;426;0;1;1;9;1;28;2;3;5;1;1;1;1;1
1776;1;1;16;2;381;25;1;1;1;5;1;25;1;3;4;1;1;0;0;1
1777;1;1;16;2;381;25;1;1;1;5;1;16;1;3;3;1;1;1;0;0
1778;1;1;16;2;381;25;1;1;1;5;1;37;1;3;2;1;1;0;1;1
1779;1;1;16;2;381;25;1;1;1;5;1;17;1;3;3;1;1;0;0;0
1780;1;1;16;2;381;25;1;1;1;5;1;59;1;3;4;1;1;0;0;0
1781;1;1;16;2;381;25;1;1;1;5;1;16;1;3;2;1;1;0;0;0
1782;1;1;16;2;381;25;1;1;1;6;2;30;1;3;1;1;0;0;1;1
1783;1;1;16;2;381;25;1;1;1;6;2;51;1;3;2;1;0;1;1;0
1784;1;1;16;2;381;25;1;1;1;6;2;49;1;3;5;1;0;1;0;0
1785;1;1;16;2;381;25;1;1;1;6;2;40;1;3;4;1;1;1;0;1
1786;1;1;16;2;381;25;1;1;1;6;2;60;1;3;1;1;0;0;1;0
1787;1;1;16;2;381;25;1;1;1;6;2;33;1;3;2;1;0;0;1;0
1788;1;1;16;2;381;25;1;1;1;6;2;51;1;3;5;1;1;1;0;0
1789;1;1;16;2;381;25;1;1;1;5;1;24;2;3;4;1;0;0;0;1
1790;1;1;16;2;381;25;1;1;1;5;1;40;2;3;1;1;0;1;0;0
1791;1;1;16;2;381;25;1;1;1;5;1;41;2;3;4;1;1;1;0;0
